"id","x","y","date","dx","dy","dist","dt","R2n","abs.angle","rel.angle","HEIGHT","TEMP"
"Khani1",283473.027129365,4087875.09897995,2013-06-28 16:30:37,226.357884165598,30.8729075421579,228.453557958796,10806,21616523.7385668,0.135553404203676,0.040982215314467,4532.12,17
"Khani1",283699.38501353,4087905.9718875,2013-06-28 19:30:43,1406.89180363348,739.279731488787,1589.30144042004,10817,21036169.8288144,0.483815541687544,0.348262137483868,4422.28,11
"Khani1",285106.276817164,4088645.25161898,2013-06-28 22:31:00,-4.45460555254249,0.112734597176313,4.456031835405,10802,15293714.1480792,3.11629062908034,2.63247508739279,3608.78,13
"Khani1",285101.822211611,4088645.36435358,2013-06-29 01:31:02,768.237057570135,1722.65134818573,1886.19082916605,10781,15285199.9526827,1.15130546586035,-1.96498516321999,3595.06,21
"Khani1",285870.059269182,4090368.01570177,2013-06-29 04:30:43,190.173860975541,-1189.48380142497,1204.59030846622,10800,7017173.93239985,-1.41225873481471,-2.56356420067505,3439.02,15
"Khani1",286060.233130157,4089178.53190034,2013-06-29 07:30:43,-112.835941854515,-20.472110434901,114.678058406368,10834,14062929.3221737,-2.96211248982864,-1.54985375501394,3591.55,17
"Khani1",285947.397188303,4089158.05978991,2013-06-29 10:31:17,-9.46377485926496,13.5621807468124,16.5377078579851,10766,13800770.9208881,2.18004847622354,-1.1410243411274,3565.96,21
"Khani1",285937.933413443,4089171.62197065,2013-06-29 13:30:43,-69.4406144044478,-67.0873512220569,96.5541900844227,10800,13679259.6208405,-2.37342927549259,1.72970755546346,3535.58,10
"Khani1",285868.492799039,4089104.53461943,2013-06-29 16:30:43,-289.238888529129,2135.7503351476,2155.24676747714,32427,13894663.4011978,1.70540467689371,-2.20435135479329,3499.71,20
"Khani1",285579.25391051,4091240.28495458,2013-06-30 01:31:10,-1661.16414096346,-451.946951005608,1721.54649944349,21573,3267971.25545371,-2.87595582568524,1.70182480460063,3498.57,16
"Khani1",283918.089769546,4090788.33800357,2013-06-30 07:30:43,-1.17326016235165,-11.0733147994615,11.1352970349486,21600,2901049.13373472,-1.6763563237354,1.19959950194984,3774.59,16
"Khani1",283916.916509384,4090777.26468877,2013-06-30 13:30:43,99.2640902604908,-442.213024155237,453.217076407943,10800,2938960.23483194,-1.34998525640076,0.326371067334639,3781.93,24
"Khani1",284016.180599644,4090335.05166462,2013-06-30 16:30:43,0.664840143290348,-8.89945891825482,8.92425803379954,10789,4567441.9169894,-1.49622915773898,-0.146243901338212,4122.99,14
"Khani1",284016.845439788,4090326.1522057,2013-06-30 19:30:32,-178.525136102806,-395.169484019279,433.624428878942,10812,4605037.97675776,-1.9951199885186,-0.498890830779624,4122.83,14
"Khani1",283838.320303685,4089930.98272168,2013-06-30 22:30:44,0.0847747281077318,3.32879582513124,3.32987513278455,10799,6560913.78577605,1.54533474483815,-2.74273057382283,4103,16
"Khani1",283838.405078413,4089934.31151751,2013-07-01 01:30:43,1255.96519978874,-491.559550572187,1348.73250677779,10825,6544019.22072791,-0.373053251193445,-1.9183879960316,4100.31,14
"Khani1",285094.370278202,4089442.75196693,2013-07-01 04:31:08,306.856369015353,-2602.53483286733,2620.56260896264,10775,9824933.00756845,-1.4534314648496,-1.08037821365615,3457.79,14
"Khani1",285401.226647217,4086840.21713407,2013-07-01 07:30:43,187.582247701532,-1471.43533620145,1483.34387391294,10867,32918229.9965597,-1.44399778106736,0.00943368378223663,3966.9,19
"Khani1",285588.808894919,4085368.78179787,2013-07-01 10:31:50,401.642821198213,2667.9039207059,2697.96743604106,10762,52090436.9503007,1.42137223232029,2.86537001338765,4259.26,17
"Khani1",285990.451716117,4088036.68571857,2013-07-01 13:31:12,213.261762596201,467.613893487956,513.948764731081,10820,22611970.9991414,1.14291121056344,-0.278461021756843,4122.6,19
"Khani1",286203.713478713,4088504.29961206,2013-07-01 16:31:32,12.3303978824988,-41.3913000398315,43.1888692943922,10751,19483879.1453252,-1.28126881181072,-2.42418002237416,4120.83,22
"Khani1",286216.043876596,4088462.90831202,2013-07-01 19:30:43,-85.8174214208266,486.249490483664,493.764313022866,43301,19861507.2445607,1.74548585311568,3.02675466492639,4041.86,17
"Khani1",286130.226455175,4088949.1578025,2013-07-02 07:32:24,66.9644775626366,959.829578621313,962.16269998977,21500,15879896.1639807,1.50114214369275,-0.244343709422923,4160.57,13
"Khani1",286197.190932737,4089908.98738112,2013-07-02 13:30:44,-91.6664675871143,253.236784735229,269.316933041605,10818,10318659.2283008,1.91810299152218,0.416960847829423,3727.7,24
"Khani1",286105.52446515,4090162.22416586,2013-07-02 16:31:02,-1561.82842182607,3710.20929257246,4025.53859923299,10794,8741290.16678699,1.9692352148939,0.0511322233717202,3727.39,15
"Khani1",284543.696043324,4093872.43345843,2013-07-02 19:30:56,-1903.5414919419,295.090681035537,1926.27846418383,21636,2084423.30972305,2.98779493542218,1.01855972052828,3629.51,17
"Khani1",282640.154551382,4094167.52413947,2013-07-03 01:31:32,-2156.07340981066,-584.001596859191,2233.76597109605,10751,5491160.54336506,-2.87707616317168,0.418314208585727,3777.53,13
"Khani1",280484.081141572,4093583.52254261,2013-07-03 04:30:43,-884.077100025723,27.3788798740134,884.500945083185,10801,15406407.1456728,3.11063366580808,-0.295475478199828,4131.28,10
"Khani1",279600.004041546,4093610.90142248,2013-07-03 07:30:44,-4.50982475088676,-2.10348516097292,4.97626055448709,10799,22900027.5140735,-2.7051657546413,0.467385886730208,4070.98,25
"Khani1",279595.494216795,4093608.79793732,2013-07-03 10:30:43,-1625.04132967041,7.98162107681856,1625.06093098443,10801,22937105.7497915,3.13668105119019,-0.441338501348102,4067.01,30
"Khani1",277970.452887125,4093616.7795584,2013-07-03 13:30:44,-1173.00310206285,323.944845816121,1216.91270869356,10799,40707305.147036,2.87214173838213,-0.264539312808057,4511.12,22
"Khani1",276797.449785062,4093940.72440421,2013-07-03 16:30:43,243.210300706443,235.664627299644,338.657743053365,10801,57657643.3458039,0.769642381325465,-2.10249935705666,4137.85,22
"Khani1",277040.660085768,4094176.38903151,2013-07-03 19:30:44,0.832004665571731,-2.24266478279606,2.39202363941638,10799,54847667.336603,-1.21554650384269,-1.98518888516815,3947.1,15
"Khani1",277041.492090434,4094174.14636673,2013-07-03 22:30:43,-0.832004665571731,2.24266478279606,2.39202363941638,21600,54827986.2188518,1.92604614974711,3.14159265358979,3950.15,15
"Khani1",277040.660085768,4094176.38903151,2013-07-04 04:30:43,-0.948753705888521,-2.19582411646843,2.3920236505732,10801,54847667.336603,-1.97864158220035,2.37849757523213,3955.16,12
"Khani1",277039.711332062,4094174.1932074,2013-07-04 07:30:44,-234.338512375136,270.440666259732,357.844508619595,10799,54853805.1315323,2.28479537754402,-2.01974834743523,3946.9,38
"Khani1",276805.372819687,4094444.63387366,2013-07-04 10:30:43,-545.31216903578,-406.462951428723,680.130496730337,10794,59285988.0129483,-2.50105706868415,1.49733286095142,3839.88,27
"Khani1",276260.060650651,4094038.17092223,2013-07-04 13:30:37,409.771333730139,-37.4552762061357,411.47957867026,10849,66248907.6330329,-0.0911520178741421,2.40990505081001,4080.98,32
"Khani1",276669.831984382,4094000.71564602,2013-07-04 16:31:26,-78.7802381647052,-1163.83652269654,1166.49979746576,10757,59756058.7183227,-1.63838334945107,-1.54723133157693,4093.78,18
"Khani1",276591.051746217,4092836.87912333,2013-07-04 19:30:43,-34.3795013526687,14.2305103191175,37.2082993054058,10880,58723875.9385361,2.74914051571492,-1.89566144201359,4122.82,20
"Khani1",276556.672244864,4092851.10963365,2013-07-04 22:32:03,18.5839899159037,-4.93122434290126,19.2271072893046,10762,59262261.4304579,-0.259370857007139,-3.00851137272206,4096.63,25
"Khani1",276575.25623478,4092846.1784093,2013-07-05 01:31:25,0.581456807325594,-552.990181840956,552.990487535285,10758,58973016.2948293,-1.56974484954967,-1.31037399254253,4141.78,11
"Khani1",276575.837691587,4092293.18822746,2013-07-05 04:30:43,-1554.61937724298,-1256.96777954139,1999.20219260198,21619,58842714.9638198,-2.46166766635974,-0.891922816810068,4271.18,11
"Khani1",275021.218314344,4091036.22044792,2013-07-05 10:31:02,-166.630424221687,-98.8478552387096,193.743636699614,21612,87103733.8951081,-2.60617622572134,-0.144508559361602,4360.2,17
"Khani1",274854.587890123,4090937.37259268,2013-07-05 16:31:14,46.0577285436448,-1523.58395198267,1524.27995233741,10769,90496632.7719321,-1.5405756708831,1.06560055483824,4239.7,20
